Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ImportedPrice,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh,EUR/kWh
23-Apr 07:00:00,89.34024007945204,89.34024007945204,0.0,85.32274110815715,9.345137217827341,4.0174989712948985,1.9896904207878334,3.4453580878973473,0.0,1652.07748295708,140.81770266527553,0.0,-73.99688583430702,-11.816540556868077,1.0658141036401503E-14,0.0,9.717925210367966,0.0,0.0,1.8020462593479671,0.0,1585.5532352132639,64.76629300377527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.7869422094886,1520.7869422094886,0.0,1982.0415265967986,1520.7869422094886,461.25458438731005,1.1368683772161603E-13,0.8618936655979936,0.25,0.07,
23-Apr 08:00:00,155.8830962454887,151.01876955084978,10.294548812053439,149.02819608734288,9.976374189130478,6.854900158145824,3.3848380760445513,6.089771531601658,0.0,2885.968168400127,140.209761081412,7.105427357601002E-15,-106.83185943674553,-21.27421860926438,0.0,0.0,16.027785520209896,0.0,0.0,5.837946464242602,0.0,2851.9987533802732,77.73726502757616,0.0,0.0,0.0,0.0,110.89318698824468,0.0,110.89318698824468,2663.3683013644522,2663.3683013644522,0.0,2663.368301364448,2663.368301364448,0.0,4.320099833421409E-12,0.8641972804934424,0.25,0.07,
23-Apr 09:00:00,180.84558732435266,174.78907952769828,10.005527916610133,173.89973526255548,10.554183629328652,6.945852061797183,3.9398872420708835,6.518095307830711,0.0,3379.9754460976824,135.40445818158176,2.842170943040401E-14,-110.02354232457901,-25.025623141469822,1.4210854715202004E-14,0.0,17.84477804470275,0.0,0.0,8.076045070543818,0.0,3353.6993302669034,84.5535550903584,0.0,0.0,0.0,0.0,0.0,0.0,110.89318698824468,3269.1457751765447,3269.1457751765447,0.0,3282.7562784259476,3184.3673074086905,98.38897101725699,84.77846776785418,0.9090452025057056,0.25,0.07,
23-Apr 10:00:00,227.58019432502454,217.2133663713818,14.639923487157427,219.87402216939296,11.063013855295708,7.706172155631577,4.923703173980126,7.736013836932805,0.0,4285.191830677368,125.95273398914449,-1.4210854715202004E-14,-111.77679318040201,-31.86374085908333,1.4210854715202004E-14,0.0,22.51710865751471,0.0,0.0,13.091683609240928,0.0,4267.270838460953,91.41182949193015,0.0,0.0,0.0,0.0,459.53114660002757,0.0,570.4243335882722,3716.327862369001,3716.327862369001,0.0,3716.327862368997,3716.327862368997,0.0,4.092726157978177E-12,0.8173164003862828,0.25,0.07,
23-Apr 11:00:00,243.87546032349655,232.29081594344024,14.968759703150779,236.5188020833102,11.489169752537613,7.356658240186363,5.2845150909830005,8.058099960541957,0.0,4615.283547817319,126.3040846141444,-1.4210854715202004E-14,-105.68271596377086,-34.27865448712352,2.842170943040401E-14,0.0,24.174914217142316,0.0,0.0,15.151809665499227,0.0,4589.61410977143,90.53271974903583,0.0,0.0,0.0,0.0,844.692325359553,0.0,1415.1166589478253,3654.3890646628474,3654.3890646628474,0.0,3654.3890646628474,3654.3890646628474,0.0,0.0,0.7471352469336968,0.25,0.07,
23-Apr 12:00:00,291.3204926901133,275.01918339942017,20.42168633876849,283.97882781254896,11.821181377825383,7.341664877564369,6.295720109724948,9.26893146934433,0.0,5550.805164508359,121.03948742094687,1.4210854715202004E-14,-93.8275233933114,-41.20991119550075,2.842170943040401E-14,0.0,28.938374413956026,0.0,0.0,21.900310411794024,0.0,5513.9644268504735,77.77099511401686,0.0,0.0,0.0,0.0,2772.825130372002,0.0,4187.941789319828,2663.3683013644545,2663.3683013644545,0.0,2663.368301364448,2663.368301364448,0.0,6.366462912410498E-12,0.4535188864873331,0.25,0.07,
23-Apr 13:00:00,280.9877408463172,265.59718941198435,19.746546887102387,274.5397946989561,12.050112671566595,6.447946147361108,6.089184569949868,8.969433340283942,0.0,5366.070735990777,122.94243132630305,-1.5631940186722204E-13,-91.65913620002524,-39.80081802653739,-2.1316282072803006E-13,0.0,28.011703992846932,0.0,0.0,20.428777376017553,0.0,5326.147777522173,70.97970727226193,0.0,0.0,0.0,0.0,3273.1265436531107,0.0,7461.068332972938,1982.0415265968004,1982.0415265968004,0.0,1982.0415265967986,1982.0415265967986,0.0,1.7053025658242404E-12,0.3491061969795624,0.25,0.07,
23-Apr 14:00:00,225.01250634706858,215.50818982107964,13.224074590658503,219.49012256736685,12.169801970953001,5.522383779701727,4.922851305693352,7.4918011743221395,0.0,4282.320721406426,125.93704696083667,1.4210854715202004E-14,-95.45998156762144,-31.719790786822855,-1.1368683772161603E-13,0.0,22.538217770162902,0.0,0.0,12.974888410523217,0.0,4248.0503406193475,69.53907359358104,0.0,0.0,0.0,0.0,2320.3473358412675,0.0,9781.415668814207,1858.1639311844992,1858.1639311844992,0.0,1858.1639311844986,1858.163931184498,4.547473508864641E-13,1.1368683772161603E-12,0.4093729645687941,0.25,0.07,
23-Apr 15:00:00,165.62918035322232,161.3250334836132,6.938852345212595,160.95412800830678,12.177027850496973,4.675052344915542,3.665375885747475,5.813577546638566,0.0,3132.5066102300416,138.17851708768114,0.0,-88.32653600467295,-22.994766069248406,-7.105427357601002E-15,0.0,16.685819913912717,0.0,0.0,6.8187620857851154,0.0,3082.1448132165833,70.9663203804945,0.0,0.0,0.0,0.0,1029.136966239288,0.0,10810.552635053493,1982.041526596801,1982.0415265968008,0.0,1982.0415265967986,1982.0415265967981,5.684341886080801E-13,2.9558577807620168E-12,0.5954711745072856,0.25,0.07,
23-Apr 16:00:00,97.8470937942972,97.8470937942972,0.0,94.25960596314543,12.071595826375368,3.587487831151762,2.20251203684756,3.583544128383794,0.0,1829.6330098208637,142.79310010928515,0.0,-63.55364815532668,-13.048795379689519,7.105427357601002E-15,0.0,10.554173908301827,0.0,0.0,2.1965644448183124,0.0,1750.6916148934745,70.17296196802526,0.0,0.0,0.0,0.0,0.0,231.34991170332432,10579.202723350169,1911.8685646287734,1911.8685646287736,0.0,1982.0415265967986,1911.8685646287731,70.17296196802526,2.2737367544323206E-13,0.9808046718484981,0.25,0.07,
23-Apr 17:00:00,72.77575830468523,72.77575830468523,0.0,70.03011703192455,11.856343590942137,2.745641272760679,1.6358391506544478,2.6831824487057263,0.0,1358.9054535454316,137.79608265560705,0.0,-50.695838474065056,-9.473119223081987,0.0,0.0,8.722646286291095,0.0,0.0,1.1580643979420167,0.0,1271.3976179027381,76.76103703523174,0.0,0.0,0.0,0.0,0.0,1391.9706834617105,9187.232039888459,2586.607264329217,2586.607264329217,0.0,2663.368301364448,2586.6072643292164,76.76103703523174,4.547473508864641E-13,1.7860588066191045,0.25,0.07,
23-Apr 18:00:00,30.90276408903628,30.90276408903628,0.0,29.367066522647775,11.537064636523231,1.535697566388503,0.6883998698305512,1.0478019561009544,0.0,571.4062819280925,116.46737461626356,-3.552713678800501E-15,-20.991109547230607,-3.444972207186994,0.0,0.0,16.600389234126997,0.0,0.0,0.15378242638915118,0.0,462.62081740573046,86.37753938575021,0.0,0.0,0.0,0.0,0.0,3005.951854138668,6181.280185749791,3382.195132158648,3382.1951321586484,0.0,3468.572671544398,3382.1951321586475,86.37753938575021,4.547473508864641E-13,5.569140908912564,0.25,0.07,
23-Apr 19:00:00,1.3647899403928485,1.3647899403928485,0.0,0.0,11.122352324151779,1.3647899403928485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.53383974608938,0.0,0.0,0.0,0.0,0.0,3964.083053193597,2217.1971325561935,3870.5492134475076,3870.5492134475076,0.0,3964.083053193597,3870.5492134475076,93.53383974608938,0.0,Infinity,0.25,0.07,
23-Apr 20:00:00,0.0,0.0,0.0,0.0,10.911429199339967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.29941815774308,0.0,0.0,0.0,0.0,0.0,2217.1971325561935,0.0,2144.8977143984503,2144.8977143984503,0.0,4645.409827961246,2144.8977143984503,2500.512113562796,0.0,Infinity,0.25,0.07,
23-Apr 21:00:00,0.0,0.0,0.0,0.0,10.700506074528157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.654637136647,0.0,4397.654637136647,0.0,0.0,0.25,0.07,
23-Apr 22:00:00,0.0,0.0,0.0,0.0,10.489582949716345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3654.3890646628474,0.0,3654.3890646628474,0.0,0.0,0.25,0.07,
23-Apr 23:00:00,0.0,0.0,0.0,0.0,10.278659824904535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2787.245896776748,0.0,2787.245896776748,0.0,0.0,0.25,0.07,
24-Apr 00:00:00,0.0,0.0,0.0,0.0,9.867346605803341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
24-Apr 01:00:00,0.0,0.0,0.0,0.0,9.842398699295064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
24-Apr 02:00:00,0.0,0.0,0.0,0.0,9.817450792786785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
24-Apr 03:00:00,0.0,0.0,0.0,0.0,9.792502886278504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
24-Apr 04:00:00,0.0,0.0,0.0,0.0,9.767554979770225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.9927692827678,0.0,1603.9927692827678,0.0,0.0,0.25,0.07,
24-Apr 05:00:00,2.140295480719041,2.140295480719041,0.0,0.0,10.195475349768861,2.140295480719041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.8369763973592,0.0,2035.8369763973592,0.0,0.0,0.25,0.07,
24-Apr 06:00:00,45.53985048106185,45.53985048106185,0.0,43.44390411128574,11.06429120117312,2.095946369776108,1.0039741672793625,1.7427219825663698,0.0,841.6182606425792,123.42195264368297,0.0,-34.161433327043895,-5.542556219450925,0.0,0.0,13.350245399150038,0.0,0.0,0.39749005115913694,0.0,744.152562095082,60.69540280532741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.4571592897547,683.4571592897547,0.0,2652.7572722753466,683.4571592897547,1969.300112985592,0.0,0.7607335394461652,0.25,0.07,
24-Apr 07:00:00,145.65827868034796,128.17312738014695,54.06565428039971,135.16375846748574,12.350379398123946,10.494520212862227,2.82257849386616,7.476476517419467,0.0,2582.202067474218,140.93878666867874,0.0,-76.31886209302408,-18.705911178907037,1.7763568394002505E-13,0.0,23.460652377624584,0.0,0.0,4.524440413011795,0.0,2508.3029612868336,74.938907405268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433.3640538815657,2433.3640538815657,0.0,3331.369597741133,2433.3640538815657,898.0055438595674,0.0,0.8705564588082191,0.25,0.07,
24-Apr 08:00:00,221.31473121670774,199.47212789477516,45.80098234715462,210.81591956151252,13.566234411762824,10.498811655195226,4.4874103590275904,9.623221113733475,0.0,4067.8653576753786,129.0190064024972,1.4210854715202004E-14,-73.17175829931688,-29.86680339984224,-7.105427357601002E-14,0.0,29.77765625990034,0.0,0.0,11.505630152152932,0.0,4000.6016265599883,92.05306647269663,0.0,0.0,0.0,0.0,145.3347552315738,0.0,145.3347552315738,3763.213804855725,3763.213804855725,0.0,3763.213804855725,3763.213804855725,0.0,0.0,0.8631884158314583,0.25,0.07,
24-Apr 09:00:00,294.38504594640386,266.5883267596543,45.609567636665815,284.6292670072271,14.679110527581043,9.755778939176764,6.097240371348448,10.261158193325716,0.0,5547.841559391994,119.08015832194627,-1.4210854715202004E-14,-36.44336120499157,-40.717296716298335,1.4210854715202004E-14,0.0,36.23186676859581,0.0,0.0,21.384388228367847,0.0,5448.305803994374,91.21101301665493,0.0,0.0,0.0,0.0,1655.5730157097944,0.0,1800.9077709413682,3701.521775267926,3701.521775267926,0.0,3701.5217752679255,3701.5217752679255,0.0,4.547473508864641E-13,0.6288555055968684,0.25,0.07,
24-Apr 10:00:00,399.27058055197193,321.93043788961455,108.6217462010509,390.7581526948765,15.659035484771712,8.512427857095417,7.491185397902947,11.193209700127879,0.0,7694.48530710277,70.08059209791838,2.842170943040401E-14,60.97442511681392,-56.36471911554297,-2.842170943040401E-14,0.0,48.13440781564185,0.0,0.0,41.000190896084035,0.0,7530.660410291852,77.64797468956503,0.0,0.0,0.0,0.0,4800.2551633269395,0.0,6601.162934268306,2652.757272275347,2652.757272275347,0.0,2652.7572722753466,2652.7572722753466,0.0,4.547473508864641E-13,0.3282763373463642,0.25,0.07,
24-Apr 11:00:00,325.5560978639244,300.41660498557405,32.329373174297814,320.6521967375815,16.47961769673266,4.903901126342873,7.008189880606394,9.30647503690624,0.0,6293.700158039024,108.88242646893943,0.0,20.278183806962147,-45.97310195074044,0.0,0.0,34.79262099772939,0.0,0.0,27.267023721160513,0.0,6148.4530049949735,71.49103767112194,0.0,0.0,0.0,0.0,4041.1249909264925,0.0,10642.2879251948,2035.8369763973596,2035.8369763973596,0.0,2035.8369763973592,2035.8369763973585,6.821210263296962E-13,1.2505552149377763E-12,0.30701450321542323,0.25,0.07,
24-Apr 12:00:00,416.04105055268235,365.69716168952226,62.79211043043232,414.18567681680565,17.118757035946736,1.8553737358766966,8.650103888153755,10.64133100868912,0.0,8166.41292290483,54.00736868348708,2.842170943040401E-14,122.941263082151,-59.60054208339248,3.410605131648481E-13,0.0,42.725346686863986,0.0,0.0,45.85130010100365,0.0,7960.488186434717,64.45946720240727,0.0,0.0,0.0,0.0,6415.420009125139,0.0,17057.707934319937,1480.608710107172,1480.608710107172,0.0,1480.6087101071703,1480.6087101071703,0.0,1.8189894035458565E-12,0.17286032968316636,0.25,0.07,
24-Apr 13:00:00,472.8697878314327,358.285720973302,146.37406981123254,482.0332389342843,17.559240040201395,-9.163451102851639,8.727722767392729,9.79812844745957,0.0,9585.332778037855,30.132377366121414,0.0,227.4650153827217,-69.5923750994541,-1.4210854715202004E-13,0.0,48.75203869513089,0.0,0.0,62.601185846000675,0.0,9285.974535847337,169.16431825234622,0.0,0.0,0.0,0.0,1342.292065680062,0.0,18400.0,7774.518151914928,7774.518151914928,0.0,1603.9927692827678,1603.9927692827678,0.0,6170.5253826321605,0.7799138069927909,0.25,0.07,
24-Apr 14:00:00,470.72535659250013,342.94117581764266,176.966537177799,484.008428680252,17.78920350990338,-13.283072087751862,8.39157029675783,10.239265596058772,0.0,9624.008618844164,29.27540658413494,0.0,238.02407020631944,-69.80039633375841,-2.842170943040401E-14,0.0,49.98963088592117,0.0,0.0,63.02565591533575,0.0,9313.494251586213,199.4542324219458,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,9114.040019164268,9114.040019164268,0.0,2035.8369763973592,2035.8369763973592,0.0,7078.203042766908,0.9105590598143408,0.25,0.07,
24-Apr 15:00:00,411.09947942458916,283.8444963732217,204.03659920042884,426.3923541018495,17.80245401076833,-15.292874677260329,6.9450726951275215,10.769482551668565,0.0,8451.456880322507,52.65159580700822,1.7053025658242404E-13,160.26346737595762,-61.39987082491005,0.0,0.0,51.892373818197996,0.0,0.0,48.81516614734492,0.0,8199.234147998905,174.62810857545702,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,8024.606039423446,8024.606039423446,0.0,2652.7572722753466,2652.7572722753466,0.0,5371.8487671481,0.9100482630885356,0.25,0.07,
24-Apr 16:00:00,339.91404215624163,194.52375810194349,294.1098290541526,362.5335104156745,17.598634676958163,-22.619468259432892,6.142737870954003,12.999063786397732,0.0,7101.340537122114,76.7997586835549,46.96060055736007,89.46937259377488,-51.205248390947155,8.526512829121202E-14,0.0,60.74435316113784,0.0,0.0,34.00704127202616,0.0,6844.56465924521,146.96824142247,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,6697.5964178227405,6697.5964178227405,0.0,3454.7536569167305,3454.7536569167305,0.0,3242.8427609060104,0.89334853867918,0.25,0.07,
24-Apr 17:00:00,191.17780106445292,148.0494622691957,125.79177112660147,199.829191103125,17.18323482228204,-8.651390038672076,8.445360990433855,9.38202678462545,0.0,3763.7972928243985,131.72823559348356,91.57074641273971,-22.513496264261313,-26.385785971230305,-2.2026824808563106E-13,0.0,44.907010918396594,0.0,0.0,8.984552125557583,0.0,3535.5060300097143,94.3113396961347,0.0,0.0,0.0,0.0,0.0,474.47589319720515,17925.524106802794,3915.670583510785,3915.670583510785,0.0,4009.9819232069194,3915.6705835107846,94.31133969613492,4.547473508864641E-13,0.9475395173372428,0.25,0.07,
24-Apr 18:00:00,73.35727355568787,65.19402584104662,45.46371963519592,77.83950508196851,16.56744210060954,-4.482231526280643,3.362090178948962,4.15098536302273,0.0,1454.3505628871342,138.35505078515814,12.232197766031817,-29.75672540333866,-9.858875532622568,0.0,0.0,19.003302056273853,0.0,0.0,1.2636086104005202,0.0,1323.112004605231,105.52756217083115,0.0,0.0,0.0,0.0,0.0,3365.482244067475,14560.041862735321,4583.066686501876,4583.066686501876,0.0,4688.594248672706,4583.066686501875,105.52756217083137,4.547473508864641E-13,2.847122961728301,0.25,0.07,
24-Apr 19:00:00,7.098780837697321,7.098780837697321,0.0,0.0,15.714092589146732,7.098780837697321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.90865928372538,0.0,0.0,0.0,0.0,0.0,4441.82613032151,10118.21573241381,4340.917471037785,4340.917471037785,0.0,4441.82613032151,4340.917471037785,100.90865928372538,0.0,Infinity,0.25,0.07,
24-Apr 20:00:00,0.0,0.0,0.0,0.0,14.690589012631499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.92167064828547,0.0,0.0,0.0,0.0,0.0,3701.521775267926,6416.693957145883,3611.6001046196407,3611.6001046196407,0.0,3701.5217752679255,3611.60010461964,89.92167064828547,4.547473508864641E-13,Infinity,0.25,0.07,
24-Apr 21:00:00,0.0,0.0,0.0,0.0,13.558755788605792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.87795403618551,0.0,0.0,0.0,0.0,0.0,2837.833361038743,3578.8605961071407,2758.9554070025574,2758.9554070025574,0.0,2837.833361038743,2758.9554070025574,78.87795403618551,0.0,Infinity,0.25,0.07,
24-Apr 22:00:00,0.0,0.0,0.0,0.0,12.426922564580089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0600092975263,0.0,0.0,0.0,0.0,0.0,2467.6811835119506,1111.1794125951897,2393.621174214424,2393.621174214424,0.0,2467.6811835119506,2393.621174214424,74.0600092975263,0.0,Infinity,0.25,0.07,
24-Apr 23:00:00,0.0,0.0,0.0,0.0,11.295089340554384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.79452459973681,0.0,0.0,0.0,0.0,0.0,1036.330532185378,74.84888040981181,974.5360075856411,974.5360075856411,0.0,1357.2246509315728,974.5360075856411,382.6886433459317,0.0,Infinity,0.25,0.07,
25-Apr 00:00:00,0.0,0.0,0.0,0.0,8.918327331835766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.175619478542778,0.0,0.0,0.0,0.0,0.0,74.84888040981181,0.0,62.673260931269056,62.673260931269056,0.0,1357.2246509315728,62.673260931269056,1294.5513900003039,0.0,Infinity,0.25,0.07,
25-Apr 01:00:00,0.0,0.0,0.0,0.0,8.449062310265477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
25-Apr 02:00:00,0.0,0.0,0.0,0.0,7.97979728869519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
25-Apr 03:00:00,0.0,0.0,0.0,0.0,7.510532267124901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2246509315728,0.0,1357.2246509315728,0.0,0.0,0.25,0.07,
25-Apr 04:00:00,0.0,0.0,0.0,0.0,7.041267245554614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.9927692827678,0.0,1603.9927692827678,0.0,0.0,0.25,0.07,
25-Apr 05:00:00,1.7956556555115748,1.7956556555115748,0.0,0.0,7.078038841352493,1.7956556555115748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.8369763973592,0.0,2035.8369763973592,0.0,0.0,0.25,0.07,
25-Apr 06:00:00,27.86432627919849,27.86432627919849,0.0,26.905405784264968,7.611425342317364,0.9589204949335226,0.6341713540856463,0.9689693329332237,0.0,523.2508422110493,112.21968925945275,-1.7763568394002505E-15,-24.646543211455302,-3.1431436649671203,0.0,0.0,16.5918741674358,0.0,0.0,0.12806259474381226,0.0,422.1009030658394,41.43522801269684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.6656750531426,380.6656750531426,0.0,2652.7572722753466,380.6656750531424,2272.091597222204,1.7053025658242404E-13,0.6841546526334852,0.25,0.07,
25-Apr 07:00:00,109.02480740868046,109.02480740868046,0.0,103.75817685116425,8.622837228127509,5.2666305575162085,2.417559969832788,4.368370326255876,0.0,2005.386058758963,143.22087969523326,0.0,-91.77159141713085,-14.568141348063751,7.105427357601002E-15,0.0,11.51792407236023,0.0,0.0,2.7386823766615898,0.0,1954.248305379902,69.80865751076333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884.4396478691388,1884.4396478691388,0.0,3331.369597741133,1884.4396478691388,1446.9299498719943,0.0,0.8782335305276409,0.25,0.07,
25-Apr 08:00:00,145.37595217707764,145.37595217707764,0.0,139.31795183607124,9.57898151871688,6.058000341006391,3.256045605662771,5.520678952379498,0.0,2699.5925801096387,141.62633504648323,0.0,-106.18956166971503,-19.873432281053663,9.237055564881302E-14,0.0,14.36483592571571,0.0,0.0,5.09361052927372,0.0,2664.570792558935,76.78619573312449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587.7845968258107,2587.7845968258107,0.0,3763.213804855725,2587.7845968258107,1175.4292080299142,0.0,0.8981960806987128,0.25,0.07,
25-Apr 09:00:00,221.61041350594283,210.8965688553297,17.463329944511347,213.06069299407886,10.454091248182223,8.549720511863967,4.761093886992669,7.897913297805728,0.0,4144.30686253592,126.88247244791187,1.4210854715202004E-14,-119.77613660617328,-30.862860993204205,-2.842170943040401E-14,0.0,22.15239426695325,0.0,0.0,12.283672710447085,0.0,4133.627320709986,91.19902249511657,0.0,0.0,0.0,0.0,340.9065229469404,0.0,340.9065229469404,3701.521775267931,3701.521775267931,0.0,3701.5217752679255,3701.5217752679255,0.0,5.229594535194337E-12,0.8400924595531584,0.25,0.07,
25-Apr 10:00:00,283.1535420104984,266.1131684946891,23.80498160192261,273.89562818035034,11.224583236889815,9.257913830148084,6.051306355481055,9.336644025568877,0.0,5345.938776889531,122.84789622225324,-1.4210854715202004E-14,-106.78572268064707,-39.764776787077466,-2.2737367544323206E-13,0.0,27.90636507093039,0.0,0.0,20.389462538740297,0.0,5321.345552525332,77.63686840935274,0.0,0.0,0.0,0.0,2590.9514118406337,0.0,2931.857934787574,2652.7572722753466,2652.7572722753466,0.0,2652.7572722753466,2652.7572722753466,0.0,0.0,0.46834137516952196,0.25,0.07,
25-Apr 11:00:00,413.3871452192853,342.9038210825203,90.22217629870968,408.61216216416676,11.869693630474622,4.7749830551185255,8.049160161771411,10.604286323961974,0.0,8064.346240230004,58.13283512281629,0.0,-30.37175435367608,-59.936162665007544,-1.7053025658242404E-13,0.0,45.09680412652219,0.0,0.0,46.36498757125129,0.0,8005.059530428098,71.48939860399332,0.0,0.0,0.0,0.0,5897.733155426745,0.0,8829.591090214319,2035.8369763973594,2035.8369763973592,0.0,2035.8369763973592,2035.8369763973592,0.0,2.2737367544323206E-13,0.24092497483413342,0.25,0.07,
