Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh
05-Apr 05:00:00,0.0,0.0,0.0,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
05-Apr 06:00:00,6.48,6.48,0.0,0.0,8.28,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
05-Apr 07:00:00,92.53,39.12,239.6785105449103,98.72917471520948,9.36,-6.19917471520948,8.10832686018361,14.612430426263952,0.0,766.16484768192,67.82443301228962,289.9964558889747,-29.593610362265203,-3.094672296092853,0.0,15.056825815387839,10.257770515152785,0.0,0.0,0.2536000950857884,0.0,415.46404501338753,32.423670078000654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.04037493538686,383.04037493538686,0.0,1844.4444444444443,383.0403749353868,1461.4040695090575,5.684341886080802E-14,0.3848532642990833,0.07,
05-Apr 08:00:00,183.25,63.88,314.7696323015146,207.26030211816789,10.37,-24.010302118167886,17.533414125037563,11.102308603127877,0.0,1800.5357602512245,62.884852938231845,845.0980811670545,-52.51655013446741,-5.919971999034752,0.0,140.2478448893729,15.491931519732432,0.0,0.0,0.9299707469020553,0.0,794.3196011234328,32.05972382562653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.2598772978063,762.2598772978063,0.0,200.0,200.0,0.0,562.2598772978063,0.36482371479630693,0.07,
05-Apr 09:00:00,305.5,129.37,341.8314198099245,346.2737585049829,11.79,-40.77375850498288,29.521817092165392,7.963010937745249,0.0,3112.5924191887275,50.00570751493631,1330.3789055064724,-49.290273864137944,-12.098081554014865,-1.1368683772161603E-13,142.77025617191714,25.650283324225185,0.0,0.0,3.8783471258041833,0.0,1621.297274963526,41.3639925091651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.9332824543608,1579.9332824543608,0.0,200.0,200.0,0.0,1379.9332824543608,0.4526007762936188,0.07,
05-Apr 10:00:00,421.04,179.03,389.3069703742132,481.48955828153635,13.11,-60.449558281536326,41.405481943396396,6.33257221528342,0.0,4372.215161558394,19.908486536030757,1864.4766413022771,-13.511772613371361,-17.011132683924828,-2.842170943040401E-14,200.490473848796,32.70030796135096,0.0,0.0,7.667859333714397,0.0,2277.4942978735207,51.28355375983435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226.2107441136864,2226.2107441136864,0.0,200.0,200.0,0.0,2026.2107441136864,0.45864380158508217,0.07,
05-Apr 11:00:00,474.30000000000007,210.33,381.9303849931199,544.6573988988378,14.2,-70.35739889883769,46.660708317556455,5.452236043334967,0.0,4964.848101742498,10.027332371836538,2041.4561343485561,21.152021485799647,-20.088658762159138,0.0,177.5477302806396,36.177048301115946,0.0,0.0,10.689451867928899,0.0,2687.887041848782,58.8546332405001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.032408608282,2629.032408608282,0.0,200.0,200.0,0.0,2429.032408608282,0.4788160058425047,0.07,
05-Apr 12:00:00,487.91999999999996,220.92,371.3342534321306,561.2115852777495,15.04,-73.2915852777495,48.39418777869068,5.164876277949059,0.0,5117.137413908786,7.217126524754385,2060.195699961412,39.822118074584374,-21.124235308636866,0.0,156.11234909362747,37.225412436158535,0.0,0.0,11.817886485064346,0.0,2825.8710566418217,61.62185089208672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764.249205749735,2764.249205749735,0.0,200.0,200.0,0.0,2564.249205749735,0.488592384160013,0.07,
05-Apr 13:00:00,481.93,211.55,384.3963630466612,554.2289218527161,15.66,-72.29892185271609,47.93524175003978,5.248636269710069,0.0,5050.5340418363,8.367481556848,2079.871152778498,46.29155784269168,-20.16246217606191,0.0,191.35120357166102,36.324355945012826,0.0,0.0,10.768973209882024,0.0,2697.7217791077687,59.05268655364275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2638.669092554126,2638.669092554126,0.0,200.0,200.0,0.0,2438.669092554126,0.47227164589272697,0.07,
05-Apr 14:00:00,416.75,167.89,385.65475963972466,478.81101293242295,15.95,-62.061012932422955,41.350109955418546,5.421925432393223,0.0,4354.952893649681,20.132643047524546,1907.9808449995412,22.30209304228002,-15.936542465394005,0.0,248.19313402672503,31.47184981440911,0.0,0.0,6.732722462947874,0.0,2134.076148721646,49.13760715236298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.938541569283,2084.938541569283,0.0,200.0,200.0,0.0,1884.9385415692832,0.4319418203764957,0.07,
05-Apr 15:00:00,366.61,158.12,379.9716714919342,416.14075709972747,16.06,-49.53075709972745,35.43181912598634,8.012504337213063,0.0,3756.7800510562024,29.40205906166867,1574.9982231682254,3.93131843495428,-14.705005707461563,-2.842170943040401E-14,158.05914647851307,29.72187625129908,0.0,0.0,5.729125485027871,0.0,1969.643307883976,46.60418703036478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.0391208536112,1923.0391208536112,0.0,200.0,200.0,0.0,1723.0391208536112,0.45839935068317517,0.07,
05-Apr 16:00:00,271.25,118.42,363.71546957046763,303.04652939275365,15.89,-31.796529392753655,25.550306810018817,12.234091931195803,0.0,2673.842276967513,58.59712777452169,1097.1596970741161,-19.077522359082025,-10.628485314460708,0.0,96.71039406867044,23.32120514785926,0.0,0.0,2.9924198444667893,0.0,1424.7674407314219,39.50175091313961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.2656898182822,1385.2656898182822,0.0,1844.4444444444443,1385.2656898182822,459.1787546261621,0.0,0.45344006473835385,0.07,
05-Apr 17:00:00,163.63,76.48,324.548803175637,176.65774910292623,15.38,-13.027749102926236,14.432320178187922,18.45664195216549,0.0,1449.189372683534,67.42319587550797,532.9685285272515,-25.15257833708488,-6.369045754085154,0.0,8.323092037120603,16.4210340360518,0.0,0.0,1.0735197817466575,0.0,854.5016265170259,33.06911510394846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.4325114130775,821.4325114130775,0.0,1844.4444444444443,821.4325114130775,1023.0119330313669,0.0,0.46124887794761754,0.07,
05-Apr 18:00:00,48.75,24.18,236.15660161918956,46.619744874987084,14.58,2.1302551250129156,1.8786199295881207,15.981717063836353,0.0,289.8948314461511,57.59290727569288,8.881784197001252E-15,-6.893772843849867,-1.7329677442235982,3.552713678800501E-15,0.0,8.133331117828318,0.0,0.0,0.07944913758394487,0.0,232.71588450311944,21.861647980560353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.85423652255918,210.85423652255918,0.0,1844.4444444444443,210.85423652255918,1633.5902079218852,0.0,0.4486509237710379,0.07,
05-Apr 19:00:00,0.13,0.13,0.0,0.0,13.76,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.4444444444443,0.0,1844.4444444444443,0.0,0.0,0.07,
05-Apr 20:00:00,0.0,0.0,0.0,0.0,13.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.4444444444443,0.0,1844.4444444444443,0.0,0.0,0.07,
05-Apr 21:00:00,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
05-Apr 22:00:00,0.0,0.0,0.0,0.0,12.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
05-Apr 23:00:00,0.0,0.0,0.0,0.0,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 00:00:00,0.0,0.0,0.0,0.0,11.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 01:00:00,0.0,0.0,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 02:00:00,0.0,0.0,0.0,0.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 03:00:00,0.0,0.0,0.0,0.0,9.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 04:00:00,0.0,0.0,0.0,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 05:00:00,0.0,0.0,0.0,0.0,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 06:00:00,5.25,5.25,0.0,0.0,9.05,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 07:00:00,31.04,31.04,0.0,30.154020159493562,9.27,0.8859798405064367,2.28654597210332,0.9867556705453748,0.0,270.95764264979624,56.11972198544734,-7.105427357601002E-15,-9.790689290333457,-1.625028708890998,0.0,0.0,7.95811543588265,0.0,0.0,0.06986027748884145,0.0,218.22566295020187,21.118915637374414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.10674731282745,197.10674731282745,0.0,1844.4444444444443,197.10674731282734,1647.337697131617,1.1368683772161603E-13,0.6484140218430378,0.07,
06-Apr 08:00:00,79.65,76.03,9.407434017382027,78.31915845667437,9.63,1.3308415433256329,5.999039847650409,3.0644079480800857,0.0,698.0975634623142,67.79344118536245,24.08342824502872,-26.730824136478322,-4.673633450028743,0.0,0.0,9.800391497902218,0.0,0.0,0.5778531937506602,0.0,627.2469069267773,32.361415139729075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.8854917870483,594.8854917870483,0.0,200.0,200.0,0.0,394.8854917870483,0.7534622402500419,0.07,
06-Apr 09:00:00,100.03,99.57,0.8835925498352494,97.91158120294776,9.8,2.118418797052243,7.432499236051474,3.7031566864644496,0.0,874.7013268267528,69.34859118804357,3.312196382040973,-32.41692604039761,-6.1731420712897105,1.4210854715202004E-14,0.0,11.371855791771118,0.0,0.0,1.008139799106448,0.0,828.2506117774781,32.574430067106896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.6761817103712,795.6761817103712,0.0,200.0,200.0,0.0,595.6761817103712,0.80611763316103,0.07,
06-Apr 10:00:00,180.05,138.51,66.27879541012744,191.79443172505535,10.39,-11.744431725055335,15.377699556880263,4.687376531168322,0.0,1731.031904821028,64.91238820341347,317.2470116591386,-52.001506560526614,-10.391124718553135,5.684341886080802E-14,0.0,15.39071571191836,0.0,0.0,2.85649399250359,0.0,1393.0179265331337,39.15125523566869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.866671297465,1353.866671297465,0.0,200.0,200.0,0.0,1153.866671297465,0.7002224493523056,0.07,
06-Apr 11:00:00,223.66,173.89,71.50841361990825,239.52093262907917,10.87,-15.860932629079173,19.16524401616234,5.3096901443813245,0.0,2167.663664562838,62.01096214537138,385.3134921865369,-55.54312038247904,-13.182627183625346,4.263256414560601E-14,0.0,18.19870613002918,0.0,0.0,4.597398398480544,0.0,1766.268853268524,43.70153285596166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.5673204125624,1722.5673204125624,0.0,200.0,200.0,0.0,1522.5673204125624,0.713393022326006,0.07,
06-Apr 12:00:00,314.53,224.94,123.80311840276255,340.9733274638241,11.45,-26.44332746382412,27.80477756257612,6.545010665355068,0.0,3090.7652754978,51.527636251893135,696.4590292811871,-54.028115947904716,-17.7841514709631,0.0,0.0,25.586529784211336,0.0,0.0,8.36709109900236,0.0,2380.637256500374,52.73684173736391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.90041476301,2327.90041476301,0.0,200.0,200.0,0.0,2127.90041476301,0.6772361270029393,0.07,
06-Apr 13:00:00,344.33,281.33,89.00778641176407,362.7130411004599,11.93,-18.383041100459934,28.870586734594916,8.684889501140898,0.0,3277.5882538364185,47.811539648353076,488.7335689395119,-48.96428618192813,-20.738109092027077,0.0,0.0,24.926219160205505,0.0,0.0,11.377491235792856,0.0,2774.4418301265114,60.59335805537579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.848472071136,2713.848472071136,0.0,200.0,200.0,0.0,2513.848472071136,0.7421959018187269,0.07,
06-Apr 14:00:00,379.28,274.32,161.5901162776708,410.1420782904813,12.38,-30.86207829048135,33.2128120551218,8.466105956769773,0.0,3714.1086556081846,33.50355094142256,811.3895678435018,-39.17214825655104,-21.59409541941637,-1.1368683772161603E-13,0.0,29.174962490961832,0.0,0.0,12.336109973094635,0.0,2888.470708035172,62.869080366425806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.601627668746,2825.601627668746,0.0,200.0,200.0,0.0,2625.601627668746,0.6833964709347906,0.07,
06-Apr 15:00:00,313.12,227.06,155.66792350923788,335.71675941536967,12.53,-22.59675941536966,27.046485954666704,8.666647140920968,0.0,3024.036553303402,53.03003295945799,652.0306102618529,-44.87518138113459,-17.54212781880198,1.1368683772161603E-13,0.0,24.900715622962025,0.0,0.0,8.140906042627448,0.0,2348.3515976164376,52.290034056651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.0615635597865,2296.0615635597865,0.0,200.0,200.0,0.0,2096.0615635597865,0.6784324831062365,0.07,
06-Apr 16:00:00,262.14,183.77,184.7086838854324,278.47839952289934,12.65,-16.33839952289935,22.426873155363907,10.943400505226435,0.0,2470.6899086920744,60.91648891901327,565.4575323115808,-45.24359911853977,-14.010859521701752,2.842170943040401E-14,0.0,21.444883686453352,0.0,0.0,5.193232395157786,0.0,1876.932230020111,45.33550821629205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.596721803819,1831.596721803819,0.0,1844.4444444444443,1831.596721803819,12.847722640625307,0.0,0.652430823533078,0.07,
06-Apr 17:00:00,127.38,86.29,150.70928007342678,133.6381902633877,12.39,-6.258190263387718,10.61834639473592,11.292807761441228,0.0,1126.2085239606827,69.63846303646022,249.31467029201966,-31.75907701487856,-6.204757116334462,7.105427357601002E-15,0.0,11.713518802486405,0.0,0.0,1.0184923511330772,0.0,832.4872136097963,32.65650220614158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.8307114036547,799.8307114036547,0.0,1844.4444444444443,799.8307114036547,1044.6137330407896,0.0,0.5936953092263947,0.07,
06-Apr 18:00:00,42.49,33.28,85.0878659055673,41.06020397447807,11.94,1.4297960255219309,2.497424538309531,7.856547885070695,0.0,309.51881403506627,58.702508244819946,3.552713678800501E-15,-9.515128449594735,-1.8918093358280146,5.329070518200751E-15,0.0,8.090189462772468,0.0,0.0,0.09468102649107113,0.0,254.03837308640558,23.154069712936483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.8843033734691,230.8843033734691,0.0,1844.4444444444443,230.88430337346904,1613.5601410709753,5.684341886080802E-14,0.5577883424845577,0.07,
06-Apr 19:00:00,0.2,0.2,0.0,0.0,11.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.4444444444443,0.0,1844.4444444444443,0.0,0.0,0.07,
06-Apr 20:00:00,0.0,0.0,0.0,0.0,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.4444444444443,0.0,1844.4444444444443,0.0,0.0,0.07,
06-Apr 21:00:00,0.0,0.0,0.0,0.0,10.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 22:00:00,0.0,0.0,0.0,0.0,10.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
06-Apr 23:00:00,0.0,0.0,0.0,0.0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 00:00:00,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 01:00:00,0.0,0.0,0.0,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 02:00:00,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 03:00:00,0.0,0.0,0.0,0.0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 04:00:00,0.0,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 05:00:00,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 06:00:00,7.71,7.71,0.0,0.0,10.41,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
07-Apr 07:00:00,62.45,42.11,86.8046017133201,64.64450291057724,11.09,-2.194502910577242,5.135802849723556,6.7543216563010535,0.0,531.7641343178906,64.79496003640544,106.45411732011038,-18.340927287023195,-2.784020751165325,0.0,0.0,7.653217426354569,0.0,0.0,0.20504687951063008,0.0,373.7817406936981,30.4708989651755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.31084172852263,343.31084172852263,0.0,1844.4444444444443,343.3108417285225,1501.1336027159218,1.1368683772161603E-13,0.5268076171510419,0.07,
07-Apr 08:00:00,192.12,130.35,158.25242968111635,202.72154152378923,12.44,-10.601541523789223,16.395335789334666,9.236639062057144,0.0,1785.0628320577655,63.99821362225662,431.63608298749546,-42.28338516745466,-9.86171177315774,0.0,0.0,16.81701752776945,0.0,0.0,2.572840187749434,0.0,1322.1837746731076,38.282250817686744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.901523855421,1283.901523855421,0.0,200.0,200.0,0.0,1083.901523855421,0.6282434100949218,0.07,
07-Apr 09:00:00,183.5,159.84,44.98976812882188,188.02564530160916,13.07,-4.52564530160916,14.690981425395965,6.127722192027354,0.0,1685.4459721765934,65.49297720599331,174.86324559176427,-38.209775922900775,-11.011520327547478,0.0,0.0,15.096814962072557,0.0,0.0,3.2077667057713874,0.0,1476.0064639614402,40.016465417991824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.9899985434483,1435.9899985434483,0.0,200.0,200.0,0.0,1235.9899985434483,0.7575834083799098,0.07,
07-Apr 10:00:00,255.91,229.51,41.78569432892541,264.2295944555873,13.8,-8.319594455587293,20.56077317999059,7.578452099252402,0.0,2379.7909212975505,61.15961058797587,200.58372610915433,-37.52027685694433,-16.019030241051446,2.842170943040401E-14,0.0,19.69716265050461,0.0,0.0,6.78860664426643,0.0,2145.101122403645,49.30773948107099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.793382922574,2095.793382922574,0.0,200.0,200.0,0.0,1895.793382922574,0.7867977948940265,0.07,
07-Apr 11:00:00,283.31,259.6,33.83264384458004,293.1038547082983,14.41,-9.793854708298284,22.695956921154316,8.082512353386255,0.0,2644.239885172277,59.43542747713941,181.70500465602348,-32.222614020686464,-18.10005778133871,0.0,0.0,21.981029547973435,0.0,0.0,8.666986587856366,0.0,2422.774108705311,53.46824811236347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.3058605929473,2369.3058605929473,0.0,200.0,200.0,0.0,2169.3058605929473,0.8018547867580601,0.07,
07-Apr 12:00:00,243.69,231.86,16.245169349456535,244.37577714250762,14.7,-0.685777142507618,18.784970003821314,8.005380242881584,0.0,2193.2611031097117,61.45066046015731,90.42942548562388,-31.75056650414041,-15.40130944346053,-1.4210854715202004E-14,0.0,19.623657873333286,0.0,0.0,6.275141107927736,0.0,2062.63409413027,48.01428977176619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.6198043585039,2014.6198043585039,0.0,200.0,200.0,0.0,1814.6198043585039,0.8177698044440636,0.07,
07-Apr 13:00:00,418.04,317.97,140.5143985908135,452.1341626511027,15.46,-34.09416265110269,36.44926270218971,8.765367764398416,0.0,4101.748884419907,23.967664516241353,769.6286010204167,4.177355951119975,-24.55051453811238,-2.842170943040401E-14,0.0,30.573324517144954,0.0,0.0,15.945178944078805,0.0,3282.0072740090177,70.6633178974684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3211.3439561115492,3211.3439561115492,0.0,200.0,200.0,0.0,3011.3439561115492,0.7045561794817917,0.07,
07-Apr 14:00:00,498.0899999999999,257.54,367.95204977206333,556.48080395554,16.27,-58.390803955540036,47.04586011435215,8.128036087579108,0.0,5053.173630156375,8.927047425037284,1830.1668877994007,53.985814654347855,-23.390549693301708,0.0,0.0,41.3539211706958,0.0,0.0,14.474016268647622,0.0,3127.656492531549,67.58755356599448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0689389655545,3060.0689389655545,0.0,200.0,200.0,0.0,2860.0689389655545,0.5454778880225298,0.07,
07-Apr 15:00:00,391.15,225.72,297.02774077702867,430.64671210279727,16.66,-39.49671210279729,35.7105467158391,9.464837616084282,0.0,3885.550983930409,26.64360658194916,1241.5906152554264,12.95333659346949,-19.287544490997625,0.0,0.0,32.69082669988069,0.0,0.0,9.841517790801255,0.0,2581.1186254998797,56.696402591825695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.422222908054,2524.422222908054,0.0,200.0,200.0,0.0,2324.422222908054,0.5814829517168684,0.07,
07-Apr 16:00:00,362.11,145.89,504.7635531422161,402.2211443711235,16.92,-40.11114437112349,34.1145983121657,15.786398316247546,0.0,3551.387089246519,36.54843065780359,1546.689266966193,7.59158784313986,-13.031683216202989,0.0,195.69881275373598,27.30122886524812,0.0,0.0,4.501714269042138,0.0,1746.0877311075596,43.38951670570373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.698214401856,1702.698214401856,0.0,1844.4444444444443,1702.698214401856,141.74623004258842,0.0,0.41992227319041997,0.07,
07-Apr 17:00:00,175.73,106.11,251.5719478812015,184.66691264887095,16.63,-8.936912648870958,14.822423752300322,16.413716783403693,0.0,1546.5821829007227,66.77540483985821,423.224289894762,-20.41695647688343,-7.958552428033615,-7.105427357601002E-15,0.0,15.859120905170386,0.0,0.0,1.6756231944407642,0.0,1067.4232529714084,35.86068427786036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.562568693548,1031.562568693548,0.0,1844.4444444444443,1031.562568693548,812.8818757508964,0.0,0.5541184540385518,0.07,
